ID,rodata,mandante,visitante,vencedor,mandante_Placar,visitante_Placar
516,43.0,Paysandu,Juventude,Paysandu,3,2
517,44.0,Vasco,Figueirense,Vasco,1,0
518,44.0,Juventude,Atletico-MG,Juventude,1,0
519,44.0,Athletico-PR,Guarani,Athletico-PR,3,1
520,44.0,Fluminense,Sao Caetano,Fluminense,2,1
521,44.0,Internacional,Flamengo,Internacional,3,1
522,44.0,Goias,Santos,Goias,3,0
523,44.0,Fortaleza,Parana,Fortaleza,5,3
524,44.0,Criciuma,Gremio,Gremio,0,2
528,44.0,Cruzeiro,Paysandu,Cruzeiro,2,1
525,44.0,Vitoria,Coritiba,Vitoria,1,0
526,44.0,Ponte Preta,Sao Paulo,Sao Paulo,1,2
527,44.0,Corinthians,Bahia,Bahia,1,2
529,45.0,Vitoria,Atletico-MG,Atletico-MG,0,1
530,45.0,Goias,Figueirense,Figueirense,0,3
531,45.0,Athletico-PR,Vasco,-,2,2
532,45.0,Corinthians,Parana,-,1,1
533,45.0,Cruzeiro,Fluminense,Cruzeiro,5,2
534,45.0,Guarani,Paysandu,Guarani,2,1
535,45.0,Santos,Gremio,-,2,2
536,45.0,Flamengo,Ponte Preta,-,1,1
537,45.0,Criciuma,Bahia,Criciuma,3,2
538,45.0,Fortaleza,Coritiba,-,2,2
539,45.0,Internacional,Sao Paulo,-,1,1
540,45.0,Juventude,Sao Caetano,Juventude,2,1
541,46.0,Parana,Vitoria,Parana,2,0
542,46.0,Coritiba,Criciuma,Coritiba,2,0
543,46.0,Atletico-MG,Goias,Atletico-MG,3,2
544,46.0,Figueirense,Guarani,Figueirense,2,0
545,46.0,Sao Caetano,Internacional,Sao Caetano,5,0
546,46.0,Gremio,Corinthians,Gremio,3,0
547,46.0,Ponte Preta,Fortaleza,Ponte Preta,2,0
548,46.0,Bahia,Cruzeiro,Cruzeiro,0,7
549,46.0,Fluminense,Juventude,Fluminense,1,0
550,46.0,Paysandu,Athletico-PR,-,2,2
551,46.0,Vasco,Santos,-,1,1
552,46.0,Sao Paulo,Flamengo,Flamengo,1,3
553,1.0,Botafogo-RJ,Goias,Goias,1,4
554,1.0,Figueirense,Internacional,Figueirense,1,0
555,1.0,Sao Caetano,Vitoria,Sao Caetano,1,0
556,1.0,Cruzeiro,Juventude,Cruzeiro,2,1
557,1.0,Palmeiras,Atletico-MG,-,0,0
558,1.0,Gremio,Flamengo,-,0,0
559,1.0,Ponte Preta,Corinthians,Ponte Preta,3,2
560,1.0,Parana,Santos,Parana,3,2
561,1.0,Coritiba,Guarani,Coritiba,1,0
562,1.0,Vasco,Criciuma,Criciuma,0,1
563,1.0,Paysandu,Fluminense,-,3,3
564,1.0,Sao Paulo,Athletico-PR,Sao Paulo,1,0
565,2.0,Flamengo,Ponte Preta,-,0,0
566,2.0,Goias,Cruzeiro,-,2,2
567,2.0,Juventude,Gremio,-,1,1
568,2.0,Internacional,Palmeiras,Internacional,1,0
569,2.0,Atletico-MG,Vasco,-,1,1
570,2.0,Fluminense,Coritiba,-,1,1
571,2.0,Corinthians,Paysandu,Corinthians,2,1
572,2.0,Guarani,Sao Caetano,-,1,1
573,2.0,Athletico-PR,Figueirense,Figueirense,0,3
574,2.0,Vitoria,Parana,Vitoria,6,1
575,2.0,Criciuma,Sao Paulo,-,1,1
576,2.0,Santos,Botafogo-RJ,Santos,2,0
577,3.0,Botafogo-RJ,Atletico-MG,-,2,2
578,3.0,Coritiba,Internacional,-,1,1
579,3.0,Paysandu,Athletico-PR,Athletico-PR,0,3
580,3.0,Cruzeiro,Criciuma,-,2,2
581,3.0,Ponte Preta,Goias,Ponte Preta,2,0
582,3.0,Gremio,Corinthians,Gremio,4,0
583,3.0,Figueirense,Santos,Figueirense,2,1
584,3.0,Sao Paulo,Fluminense,Sao Paulo,1,0
585,3.0,Parana,Flamengo,Parana,2,1
586,3.0,Vasco,Guarani,Guarani,0,1
587,3.0,Palmeiras,Vitoria,-,2,2
589,4.0,Internacional,Paysandu,Internacional,1,0
590,4.0,Criciuma,Botafogo-RJ,Criciuma,1,0
591,4.0,Atletico-MG,Ponte Preta,Ponte Preta,1,2
592,4.0,Goias,Gremio,Goias,4,0
593,4.0,Flamengo,Sao Caetano,-,1,1
594,4.0,Santos,Cruzeiro,Cruzeiro,1,3
595,4.0,Fluminense,Vasco,Fluminense,1,0
596,4.0,Corinthians,Palmeiras,Palmeiras,0,4
597,4.0,Juventude,Parana,Juventude,4,0
598,4.0,Vitoria,Figueirense,Vitoria,3,1
599,4.0,Guarani,Sao Paulo,Sao Paulo,2,3
600,4.0,Athletico-PR,Coritiba,-,1,1
601,5.0,Santos,Juventude,Santos,2,1
602,5.0,Parana,Cruzeiro,Parana,2,0
603,5.0,Guarani,Athletico-PR,-,0,0
604,5.0,Sao Caetano,Criciuma,Sao Caetano,5,0
605,5.0,Vasco,Gremio,-,1,1
606,5.0,Palmeiras,Ponte Preta,Palmeiras,3,0
607,5.0,Internacional,Fluminense,-,0,0
608,5.0,Atletico-MG,Corinthians,-,2,2
609,5.0,Botafogo-RJ,Paysandu,-,2,2
610,5.0,Goias,Figueirense,Goias,1,0
611,5.0,Vitoria,Flamengo,Vitoria,5,1
612,5.0,Coritiba,Sao Paulo,Sao Paulo,1,2
613,6.0,Paysandu,Vasco,Vasco,1,2
614,6.0,Athletico-PR,Santos,Athletico-PR,1,0
615,6.0,Cruzeiro,Palmeiras,Cruzeiro,2,1
616,6.0,Flamengo,Internacional,Internacional,1,2
617,6.0,Figueirense,Sao Caetano,Figueirense,1,0
618,6.0,Criciuma,Goias,Criciuma,7,2
619,6.0,Juventude,Atletico-MG,-,1,1
620,6.0,Ponte Preta,Coritiba,-,0,0
621,6.0,Gremio,Botafogo-RJ,-,2,2
622,6.0,Sao Paulo,Parana,-,2,2
623,6.0,Fluminense,Vitoria,Fluminense,1,0
624,6.0,Corinthians,Guarani,Corinthians,1,0
625,7.0,Botafogo-RJ,Figueirense,-,1,1
626,7.0,Paysandu,Gremio,Gremio,1,3
627,7.0,Internacional,Goias,Internacional,1,0
628,7.0,Coritiba,Atletico-MG,Atletico-MG,0,1
629,7.0,Santos,Palmeiras,Palmeiras,0,4
630,7.0,Flamengo,Fluminense,Fluminense,1,2
631,7.0,Sao Caetano,Vasco,Sao Caetano,3,2
632,7.0,Parana,Ponte Preta,Ponte Preta,0,1
633,7.0,Criciuma,Vitoria,Criciuma,2,0
634,7.0,Juventude,Guarani,Juventude,2,0
635,7.0,Corinthians,Athletico-PR,Athletico-PR,0,5
636,7.0,Cruzeiro,Sao Paulo,Cruzeiro,2,1
637,8.0,Fluminense,Criciuma,-,1,1
638,8.0,Ponte Preta,Juventude,Juventude,0,1
639,8.0,Figueirense,Paysandu,-,1,1
640,8.0,Palmeiras,Coritiba,Palmeiras,2,0
641,8.0,Vitoria,Internacional,Vitoria,2,1
642,8.0,Atletico-MG,Santos,-,3,3
643,8.0,Vasco,Botafogo-RJ,Vasco,4,0
644,8.0,Sao Paulo,Corinthians,-,1,1
645,8.0,Guarani,Parana,Guarani,1,0
646,8.0,Goias,Flamengo,-,2,2
647,8.0,Athletico-PR,Cruzeiro,Athletico-PR,3,1
648,8.0,Gremio,Sao Caetano,Sao Caetano,1,2
649,9.0,Fluminense,Guarani,-,1,1
650,9.0,Parana,Botafogo-RJ,-,1,1
651,9.0,Internacional,Atletico-MG,Internacional,4,1
652,9.0,Sao Paulo,Gremio,Sao Paulo,3,2
653,9.0,Goias,Corinthians,-,1,1
654,9.0,Palmeiras,Vasco,-,2,2
655,9.0,Cruzeiro,Paysandu,Cruzeiro,1,0
656,9.0,Coritiba,Sao Caetano,Coritiba,1,0
657,9.0,Criciuma,Juventude,Criciuma,2,0
658,9.0,Ponte Preta,Figueirense,Figueirense,0,2
659,9.0,Flamengo,Athletico-PR,Flamengo,3,0
660,9.0,Vitoria,Santos,Santos,1,2
661,10.0,Gremio,Coritiba,-,1,1
662,10.0,Athletico-PR,Vitoria,Vitoria,1,3
663,10.0,Vasco,Parana,-,0,0
664,10.0,Figueirense,Cruzeiro,-,0,0
665,10.0,Sao Caetano,Palmeiras,-,1,1
666,10.0,Corinthians,Flamengo,-,1,1
667,10.0,Botafogo-RJ,Ponte Preta,Ponte Preta,0,1
668,10.0,Paysandu,Sao Paulo,Paysandu,1,0
669,10.0,Guarani,Criciuma,Guarani,2,1
670,10.0,Juventude,Goias,-,1,1
671,10.0,Santos,Internacional,Santos,3,0
672,10.0,Atletico-MG,Fluminense,Atletico-MG,2,1
588,3.0,Sao Caetano,Juventude,Sao Caetano,1,0
673,11.0,Criciuma,Gremio,Gremio,1,2
674,11.0,Coritiba,Parana,-,1,1
675,11.0,Flamengo,Figueirense,Figueirense,0,3
676,11.0,Santos,Guarani,Santos,2,1
677,11.0,Internacional,Vasco,Vasco,1,3
678,11.0,Juventude,Corinthians,Juventude,1,0
679,11.0,Botafogo-RJ,Fluminense,-,3,3
680,11.0,Palmeiras,Sao Paulo,Palmeiras,2,1
681,11.0,Paysandu,Vitoria,Paysandu,4,2
682,11.0,Goias,Sao Caetano,Goias,3,2
683,11.0,Ponte Preta,Cruzeiro,Ponte Preta,1,0
684,11.0,Atletico-MG,Athletico-PR,Athletico-PR,0,1
685,12.0,Internacional,Criciuma,Internacional,3,0
686,12.0,Sao Paulo,Ponte Preta,Sao Paulo,2,0
687,12.0,Athletico-PR,Juventude,Athletico-PR,4,1
688,12.0,Figueirense,Vasco,-,2,2
689,12.0,Vitoria,Goias,-,0,0
690,12.0,Guarani,Atletico-MG,-,1,1
691,12.0,Fluminense,Gremio,Fluminense,2,0
692,12.0,Parana,Palmeiras,Palmeiras,1,2
693,12.0,Sao Caetano,Botafogo-RJ,Botafogo-RJ,1,2
694,12.0,Corinthians,Santos,Santos,2,3
695,12.0,Flamengo,Paysandu,Flamengo,4,1
696,12.0,Cruzeiro,Coritiba,Coritiba,0,3
697,13.0,Sao Paulo,Atletico-MG,Sao Paulo,1,0
698,13.0,Goias,Fluminense,Goias,4,0
699,13.0,Gremio,Figueirense,-,2,2
700,13.0,Vasco,Vitoria,Vasco,3,1
701,13.0,Botafogo-RJ,Internacional,Botafogo-RJ,5,1
702,13.0,Parana,Athletico-PR,Parana,1,0
703,13.0,Cruzeiro,Guarani,Cruzeiro,2,0
704,13.0,Palmeiras,Juventude,Palmeiras,4,1
705,13.0,Paysandu,Sao Caetano,-,0,0
706,13.0,Criciuma,Flamengo,-,1,1
707,13.0,Ponte Preta,Santos,Santos,0,4
708,13.0,Coritiba,Corinthians,Corinthians,1,2
709,14.0,Ponte Preta,Guarani,Ponte Preta,3,1
710,14.0,Internacional,Gremio,Internacional,2,0
711,14.0,Santos,Sao Paulo,Santos,2,1
712,14.0,Vitoria,Botafogo-RJ,Vitoria,1,0
713,14.0,Flamengo,Vasco,Vasco,0,1
714,14.0,Juventude,Coritiba,Juventude,1,0
715,14.0,Goias,Paysandu,Goias,3,2
716,14.0,Corinthians,Parana,Corinthians,1,0
717,14.0,Athletico-PR,Palmeiras,-,0,0
718,14.0,Figueirense,Criciuma,Figueirense,2,0
719,14.0,Fluminense,Sao Caetano,Fluminense,1,0
720,14.0,Atletico-MG,Cruzeiro,Atletico-MG,2,0
721,15.0,Atletico-MG,Vitoria,-,1,1
722,15.0,Corinthians,Criciuma,Corinthians,1,0
723,15.0,Juventude,Fluminense,Juventude,2,1
724,15.0,Gremio,Cruzeiro,Cruzeiro,2,3
725,15.0,Guarani,Internacional,Guarani,2,1
726,15.0,Figueirense,Parana,-,0,0
727,15.0,Paysandu,Ponte Preta,Paysandu,3,0
728,15.0,Athletico-PR,Goias,Athletico-PR,6,0
729,15.0,Vasco,Coritiba,Coritiba,2,3
730,15.0,Sao Caetano,Sao Paulo,-,0,0
731,15.0,Botafogo-RJ,Palmeiras,-,1,1
732,15.0,Santos,Flamengo,Santos,2,0
733,16.0,Cruzeiro,Botafogo-RJ,Cruzeiro,3,2
734,16.0,Internacional,Athletico-PR,Internacional,6,0
735,16.0,Palmeiras,Gremio,Palmeiras,2,0
736,16.0,Vitoria,Corinthians,-,1,1
737,16.0,Parana,Sao Caetano,Sao Caetano,0,1
738,16.0,Goias,Guarani,Goias,2,0
739,16.0,Flamengo,Juventude,Juventude,0,1
740,16.0,Fluminense,Santos,Fluminense,1,0
741,16.0,Criciuma,Atletico-MG,Criciuma,4,2
742,16.0,Coritiba,Paysandu,-,1,1
743,16.0,Ponte Preta,Vasco,Ponte Preta,3,2
744,16.0,Sao Paulo,Figueirense,Sao Paulo,2,1
745,17.0,Gremio,Parana,Gremio,4,0
746,17.0,Corinthians,Internacional,-,0,0
747,17.0,Juventude,Vitoria,Juventude,3,2
748,17.0,Atletico-MG,Goias,Goias,0,2
749,17.0,Guarani,Flamengo,Flamengo,0,1
750,17.0,Figueirense,Coritiba,-,1,1
751,17.0,Paysandu,Palmeiras,Paysandu,1,0
752,17.0,Sao Caetano,Ponte Preta,Ponte Preta,0,1
753,17.0,Vasco,Cruzeiro,Vasco,3,2
754,17.0,Botafogo-RJ,Sao Paulo,Botafogo-RJ,1,0
755,17.0,Athletico-PR,Fluminense,Athletico-PR,4,1
756,17.0,Santos,Criciuma,Santos,5,2
757,18.0,Fluminense,Corinthians,Fluminense,2,0
758,18.0,Internacional,Juventude,Juventude,1,2
759,18.0,Sao Paulo,Vasco,Sao Paulo,1,0
760,18.0,Coritiba,Botafogo-RJ,Coritiba,1,0
761,18.0,Criciuma,Athletico-PR,Criciuma,4,1
762,18.0,Vitoria,Guarani,Vitoria,3,2
763,18.0,Flamengo,Atletico-MG,-,0,0
764,18.0,Cruzeiro,Sao Caetano,Sao Caetano,0,1
765,18.0,Goias,Santos,-,3,3
766,18.0,Palmeiras,Figueirense,-,0,0
767,18.0,Ponte Preta,Gremio,Ponte Preta,1,0
768,18.0,Parana,Paysandu,Parana,2,0
769,19.0,Botafogo-RJ,Flamengo,-,0,0
770,19.0,Corinthians,Cruzeiro,Corinthians,1,0
771,19.0,Athletico-PR,Ponte Preta,Athletico-PR,4,0
772,19.0,Gremio,Vitoria,Gremio,4,0
773,19.0,Paysandu,Criciuma,-,2,2
774,19.0,Figueirense,Fluminense,Figueirense,2,1
775,19.0,Guarani,Palmeiras,Guarani,1,0
776,19.0,Juventude,Sao Paulo,Sao Paulo,1,2
777,19.0,Vasco,Goias,Vasco,3,1
778,19.0,Sao Caetano,Internacional,Sao Caetano,2,0
779,19.0,Atletico-MG,Parana,Atletico-MG,4,1
780,19.0,Santos,Coritiba,Santos,4,2
781,20.0,Fluminense,Cruzeiro,-,0,0
782,20.0,Athletico-PR,Gremio,-,0,0
783,20.0,Flamengo,Palmeiras,Palmeiras,0,1
784,20.0,Juventude,Vasco,-,1,1
785,20.0,Criciuma,Ponte Preta,Criciuma,3,1
786,20.0,Corinthians,Sao Caetano,Corinthians,2,0
787,20.0,Santos,Paysandu,Santos,6,0
788,20.0,Atletico-MG,Figueirense,Atletico-MG,3,1
789,20.0,Goias,Parana,Goias,3,0
790,20.0,Vitoria,Coritiba,-,2,2
791,20.0,Internacional,Sao Paulo,-,1,1
792,20.0,Guarani,Botafogo-RJ,Botafogo-RJ,0,2
793,21.0,Ponte Preta,Fluminense,Ponte Preta,3,2
794,21.0,Palmeiras,Goias,Goias,0,3
795,21.0,Figueirense,Guarani,-,1,1
796,21.0,Sao Caetano,Athletico-PR,Athletico-PR,0,3
797,21.0,Paysandu,Atletico-MG,Paysandu,2,1
798,21.0,Parana,Criciuma,Criciuma,0,3
799,21.0,Vasco,Corinthians,Corinthians,1,3
800,21.0,Coritiba,Flamengo,Coritiba,1,0
801,21.0,Gremio,Santos,Gremio,3,1
802,21.0,Botafogo-RJ,Juventude,Juventude,0,1
803,21.0,Cruzeiro,Internacional,Cruzeiro,2,0
804,21.0,Sao Paulo,Vitoria,Sao Paulo,2,1
805,22.0,Fluminense,Parana,Fluminense,3,1
806,22.0,Santos,Sao Caetano,Sao Caetano,0,1
807,22.0,Goias,Coritiba,Coritiba,1,2
808,22.0,Atletico-MG,Gremio,Atletico-MG,3,0
809,22.0,Flamengo,Sao Paulo,Flamengo,1,0
810,22.0,Corinthians,Botafogo-RJ,-,2,2
811,22.0,Internacional,Ponte Preta,Ponte Preta,1,2
812,22.0,Guarani,Paysandu,-,0,0
813,22.0,Juventude,Figueirense,-,0,0
814,22.0,Vitoria,Cruzeiro,Vitoria,3,2
815,22.0,Criciuma,Palmeiras,Palmeiras,1,2
816,22.0,Athletico-PR,Vasco,Athletico-PR,2,0
817,23.0,Sao Paulo,Goias,Sao Paulo,4,0
818,23.0,Parana,Internacional,Internacional,1,2
819,23.0,Ponte Preta,Vitoria,Ponte Preta,1,0
820,23.0,Gremio,Guarani,-,1,1
821,23.0,Paysandu,Juventude,Juventude,0,1
822,23.0,Figueirense,Corinthians,Corinthians,0,1
823,23.0,Cruzeiro,Flamengo,Cruzeiro,2,0
824,23.0,Vasco,Santos,Santos,2,3
825,23.0,Botafogo-RJ,Athletico-PR,-,1,1
826,23.0,Sao Caetano,Atletico-MG,-,1,1
827,23.0,Coritiba,Criciuma,Coritiba,1,0
828,23.0,Palmeiras,Fluminense,Palmeiras,3,2
829,24.0,Internacional,Figueirense,Internacional,4,0
830,24.0,Juventude,Cruzeiro,Juventude,1,0
831,24.0,Flamengo,Gremio,Flamengo,3,0
832,24.0,Corinthians,Ponte Preta,Corinthians,2,0
833,24.0,Criciuma,Vasco,Criciuma,1,0
834,24.0,Atletico-MG,Palmeiras,Palmeiras,1,2
835,24.0,Fluminense,Paysandu,-,1,1
836,24.0,Goias,Botafogo-RJ,Goias,3,1
837,24.0,Guarani,Coritiba,-,0,0
838,24.0,Vitoria,Sao Caetano,Sao Caetano,1,2
839,24.0,Santos,Parana,Santos,5,1
840,24.0,Athletico-PR,Sao Paulo,Athletico-PR,1,0
841,25.0,Gremio,Juventude,Juventude,2,4
842,25.0,Figueirense,Athletico-PR,-,1,1
843,25.0,Sao Caetano,Guarani,Sao Caetano,3,0
844,25.0,Cruzeiro,Goias,Goias,1,3
845,25.0,Palmeiras,Internacional,Palmeiras,3,1
846,25.0,Parana,Vitoria,Parana,4,1
847,25.0,Botafogo-RJ,Santos,Botafogo-RJ,2,0
848,25.0,Paysandu,Corinthians,Paysandu,2,1
849,25.0,Ponte Preta,Flamengo,Ponte Preta,1,0
850,25.0,Coritiba,Fluminense,Coritiba,2,0
851,25.0,Vasco,Atletico-MG,Vasco,3,0
852,25.0,Sao Paulo,Criciuma,Sao Paulo,2,0
853,26.0,Flamengo,Parana,Flamengo,2,1
854,26.0,Corinthians,Gremio,-,1,1
855,26.0,Santos,Figueirense,Santos,4,1
856,26.0,Fluminense,Sao Paulo,Fluminense,1,0
857,26.0,Guarani,Vasco,-,1,1
858,26.0,Criciuma,Cruzeiro,Cruzeiro,1,2
859,26.0,Internacional,Coritiba,-,1,1
860,26.0,Athletico-PR,Paysandu,Athletico-PR,2,0
861,26.0,Goias,Ponte Preta,Goias,5,0
862,26.0,Juventude,Sao Caetano,-,2,2
863,26.0,Vitoria,Palmeiras,-,2,2
864,26.0,Atletico-MG,Botafogo-RJ,-,1,1
865,27.0,Botafogo-RJ,Criciuma,-,1,1
866,27.0,Parana,Juventude,Juventude,1,2
867,27.0,Sao Paulo,Guarani,-,3,3
868,27.0,Gremio,Goias,-,1,1
869,27.0,Paysandu,Internacional,Paysandu,2,1
870,27.0,Sao Caetano,Flamengo,Flamengo,0,1
871,27.0,Palmeiras,Corinthians,Corinthians,0,1
872,27.0,Vasco,Fluminense,-,1,1
873,27.0,Coritiba,Athletico-PR,Athletico-PR,1,2
874,27.0,Figueirense,Vitoria,Figueirense,2,1
875,27.0,Ponte Preta,Atletico-MG,-,1,1
876,27.0,Cruzeiro,Santos,-,4,4
877,28.0,Fluminense,Internacional,Fluminense,3,1
878,28.0,Sao Paulo,Coritiba,Coritiba,2,3
879,28.0,Cruzeiro,Parana,Parana,1,4
880,28.0,Figueirense,Goias,Figueirense,3,2
881,28.0,Criciuma,Sao Caetano,Sao Caetano,0,4
882,28.0,Corinthians,Atletico-MG,Corinthians,1,0
883,28.0,Ponte Preta,Palmeiras,-,0,0
884,28.0,Juventude,Santos,Santos,1,2
885,28.0,Flamengo,Vitoria,Flamengo,2,0
886,28.0,Athletico-PR,Guarani,Athletico-PR,2,0
887,28.0,Paysandu,Botafogo-RJ,Paysandu,2,0
888,28.0,Gremio,Vasco,Vasco,1,2
889,29.0,Vasco,Paysandu,Paysandu,0,1
890,29.0,Palmeiras,Cruzeiro,Cruzeiro,1,3
891,29.0,Parana,Sao Paulo,Sao Paulo,0,2
892,29.0,Atletico-MG,Juventude,-,1,1
893,29.0,Goias,Criciuma,Goias,2,1
894,29.0,Sao Caetano,Figueirense,Sao Caetano,1,0
895,29.0,Santos,Athletico-PR,-,1,1
896,29.0,Internacional,Flamengo,-,0,0
897,29.0,Guarani,Corinthians,Corinthians,0,1
898,29.0,Vitoria,Fluminense,Fluminense,2,3
899,29.0,Botafogo-RJ,Gremio,Botafogo-RJ,2,1
900,29.0,Coritiba,Ponte Preta,Coritiba,2,0
901,30.0,Sao Paulo,Cruzeiro,-,0,0
902,30.0,Vasco,Sao Caetano,Sao Caetano,1,2
903,30.0,Guarani,Juventude,Guarani,3,1
904,30.0,Goias,Internacional,Goias,1,0
905,30.0,Fluminense,Flamengo,Fluminense,2,1
906,30.0,Palmeiras,Santos,Santos,1,2
907,30.0,Figueirense,Botafogo-RJ,Figueirense,3,1
908,30.0,Athletico-PR,Corinthians,Athletico-PR,3,1
909,30.0,Ponte Preta,Parana,Parana,0,2
910,30.0,Vitoria,Criciuma,Vitoria,1,0
911,30.0,Gremio,Paysandu,-,1,1
912,30.0,Atletico-MG,Coritiba,Atletico-MG,2,1
913,31.0,Sao Caetano,Gremio,Sao Caetano,2,0
914,31.0,Parana,Guarani,-,0,0
915,31.0,Santos,Atletico-MG,Santos,2,0
916,31.0,Criciuma,Fluminense,Fluminense,0,2
917,31.0,Flamengo,Goias,Flamengo,4,0
918,31.0,Corinthians,Sao Paulo,-,0,0
919,31.0,Internacional,Vitoria,Internacional,2,1
920,31.0,Botafogo-RJ,Vasco,-,2,2
921,31.0,Juventude,Ponte Preta,Ponte Preta,1,2
922,31.0,Paysandu,Figueirense,Paysandu,3,1
923,31.0,Cruzeiro,Athletico-PR,Athletico-PR,2,4
924,31.0,Coritiba,Palmeiras,-,0,0
925,32.0,Figueirense,Ponte Preta,Ponte Preta,0,1
926,32.0,Paysandu,Cruzeiro,Paysandu,3,1
927,32.0,Atletico-MG,Internacional,-,1,1
928,32.0,Sao Caetano,Coritiba,Sao Caetano,1,0
929,32.0,Guarani,Fluminense,-,1,1
930,32.0,Gremio,Sao Paulo,Gremio,2,1
931,32.0,Vasco,Palmeiras,Palmeiras,2,5
932,32.0,Athletico-PR,Flamengo,Athletico-PR,2,1
933,32.0,Corinthians,Goias,Corinthians,1,0
934,32.0,Juventude,Criciuma,Juventude,1,0
935,32.0,Botafogo-RJ,Parana,Botafogo-RJ,4,3
936,32.0,Santos,Vitoria,Santos,4,1
937,33.0,Sao Paulo,Paysandu,Sao Paulo,7,0
938,33.0,Coritiba,Gremio,Coritiba,2,1
939,33.0,Fluminense,Atletico-MG,-,1,1
940,33.0,Cruzeiro,Figueirense,-,3,3
941,33.0,Palmeiras,Sao Caetano,Palmeiras,3,1
942,33.0,Parana,Vasco,Parana,2,1
943,33.0,Criciuma,Guarani,-,1,1
944,33.0,Vitoria,Athletico-PR,Athletico-PR,2,3
945,33.0,Goias,Juventude,Juventude,1,2
946,33.0,Internacional,Santos,Internacional,2,1
947,33.0,Ponte Preta,Botafogo-RJ,-,1,1
948,33.0,Flamengo,Corinthians,-,0,0
949,34.0,Vasco,Internacional,Vasco,2,0
950,34.0,Sao Paulo,Palmeiras,Sao Paulo,2,1
951,34.0,Fluminense,Botafogo-RJ,Botafogo-RJ,1,4
952,34.0,Athletico-PR,Atletico-MG,Athletico-PR,5,0
953,34.0,Sao Caetano,Goias,Sao Caetano,2,0
954,34.0,Figueirense,Flamengo,Figueirense,3,2
955,34.0,Vitoria,Paysandu,Vitoria,4,1
956,34.0,Cruzeiro,Ponte Preta,Cruzeiro,5,0
957,34.0,Guarani,Santos,Santos,0,1
958,34.0,Gremio,Criciuma,Gremio,2,0
959,34.0,Parana,Coritiba,Parana,1,0
960,34.0,Corinthians,Juventude,Juventude,1,2
961,35.0,Coritiba,Cruzeiro,-,1,1
962,35.0,Vasco,Figueirense,Vasco,1,0
963,35.0,Criciuma,Internacional,Criciuma,1,0
964,35.0,Goias,Vitoria,Goias,4,0
965,35.0,Gremio,Fluminense,Fluminense,2,3
966,35.0,Ponte Preta,Sao Paulo,Sao Paulo,0,1
967,35.0,Santos,Corinthians,-,1,1
968,35.0,Atletico-MG,Guarani,Atletico-MG,3,2
969,35.0,Palmeiras,Parana,-,1,1
970,35.0,Paysandu,Flamengo,-,2,2
971,35.0,Juventude,Athletico-PR,-,3,3
972,35.0,Botafogo-RJ,Sao Caetano,-,1,1
973,36.0,Corinthians,Coritiba,-,0,0
974,36.0,Figueirense,Gremio,Figueirense,2,0
975,36.0,Vitoria,Vasco,Vitoria,4,1
976,36.0,Fluminense,Goias,Goias,1,4
977,36.0,Santos,Ponte Preta,Santos,4,0
978,36.0,Atletico-MG,Sao Paulo,Sao Paulo,0,5
979,36.0,Internacional,Botafogo-RJ,Internacional,3,1
980,36.0,Sao Caetano,Paysandu,Sao Caetano,3,0
981,36.0,Guarani,Cruzeiro,Guarani,2,0
982,36.0,Athletico-PR,Parana,-,1,1
983,36.0,Flamengo,Criciuma,Flamengo,3,1
984,36.0,Juventude,Palmeiras,Palmeiras,0,2
985,37.0,Cruzeiro,Atletico-MG,Atletico-MG,0,3
986,37.0,Gremio,Internacional,Internacional,1,3
987,37.0,Coritiba,Juventude,Juventude,2,3
988,37.0,Paysandu,Goias,Paysandu,4,2
989,37.0,Botafogo-RJ,Vitoria,-,1,1
990,37.0,Palmeiras,Athletico-PR,Palmeiras,3,1
991,37.0,Sao Paulo,Santos,Sao Paulo,1,0
992,37.0,Vasco,Flamengo,Vasco,1,0
993,37.0,Sao Caetano,Fluminense,Sao Caetano,2,0
994,37.0,Criciuma,Figueirense,Criciuma,2,1
995,37.0,Parana,Corinthians,Corinthians,1,2
996,37.0,Guarani,Ponte Preta,-,0,0
997,38.0,Palmeiras,Botafogo-RJ,Palmeiras,2,1
998,38.0,Goias,Athletico-PR,Goias,2,0
999,38.0,Cruzeiro,Gremio,Cruzeiro,2,0
1000,38.0,Vitoria,Atletico-MG,Vitoria,2,1
1001,38.0,Internacional,Guarani,Guarani,1,3
1002,38.0,Parana,Figueirense,Parana,2,1
1003,38.0,Fluminense,Juventude,Fluminense,7,1
1004,38.0,Ponte Preta,Paysandu,Ponte Preta,3,0
1005,38.0,Coritiba,Vasco,Vasco,0,1
1006,38.0,Flamengo,Santos,-,1,1
1007,38.0,Criciuma,Corinthians,-,1,1
1009,39.0,Santos,Fluminense,Santos,5,0
1010,39.0,Guarani,Goias,-,1,1
1011,39.0,Paysandu,Coritiba,-,0,0
1012,39.0,Botafogo-RJ,Cruzeiro,Botafogo-RJ,2,1
1013,39.0,Juventude,Flamengo,Juventude,1,0
1014,39.0,Gremio,Palmeiras,Palmeiras,2,3
1015,39.0,Corinthians,Vitoria,Corinthians,1,0
1016,39.0,Figueirense,Sao Paulo,Figueirense,1,0
1017,39.0,Athletico-PR,Internacional,Athletico-PR,2,1
1018,39.0,Atletico-MG,Criciuma,-,2,2
1019,39.0,Vasco,Ponte Preta,-,2,2
1008,38.0,Sao Paulo,Sao Caetano,Sao Paulo,4,2
